datetime,no2_avg,o3_avg,pm10_avg,pm25_avg,hour,dayofweek,month,is_weekend,is_peak,season,pm25_lag_1h,pm25_lag_3h,pm25_lag_24h,pm25_lag_168h,pm25_roll_6h,pm25_roll_24h,pm25_roll_72h,pm25_std_24h,aqi,aqi_category,is_hazardous
2016-12-16 00:00:00,26.2,10.233333333333334,186.66666666666663,325.0,0,4,12,0,0,0,332.0,375.0,264.0,343.5,360.1666666666667,245.375,209.0625,94.76782268993756,437.8,Severe,1
2016-12-16 01:00:00,27.2,10.796666666666667,180.0,322.0,1,4,12,0,0,0,325.0,394.0,256.0,395.5,353.8333333333333,248.125,209.8125,96.03863013527948,436.3,Severe,1
2016-12-16 02:00:00,27.1,11.016666666666666,169.5,323.0,2,4,12,0,0,0,322.0,332.0,283.0,406.0,345.1666666666667,249.79166666666666,210.48611111111111,97.01231619105774,436.8,Severe,1
2016-12-16 03:00:00,27.15,10.96,163.0,324.5,3,4,12,0,0,0,323.0,325.0,283.0,394.0,336.75,251.52083333333334,210.92361111111111,97.99484005567014,437.5,Severe,1
2016-12-16 04:00:00,27.4,10.45,157.33333333333334,346.0,4,4,12,0,0,0,324.5,322.0,249.0,393.0,328.75,255.5625,212.11805555555554,99.86875218527375,448.0,Severe,1
2016-12-16 05:00:00,26.9,9.9,158.33333333333334,421.0,5,4,12,0,0,0,346.0,323.0,249.0,342.0,343.5833333333333,262.7291666666667,213.9375,105.39583557141735,474.2,Severe,1
2016-12-16 06:00:00,25.9,9.955,169.33333333333334,456.5,6,4,12,0,0,0,421.0,324.5,268.0,375.0,365.5,270.5833333333333,216.125,112.58413922838885,485.8,Severe,1
2016-12-16 07:00:00,26.299999999999997,11.21,180.91666666666666,364.0,7,4,12,0,1,0,456.5,346.0,267.0,375.0,372.5,274.625,216.90277777777777,114.17970675554722,455.6,Severe,1
2016-12-16 08:00:00,31.3,15.466666666666669,191.25,436.0,8,4,12,0,1,0,364.0,421.0,267.0,435.0,391.3333333333333,281.6666666666667,219.27777777777777,118.80653497860854,479.1,Severe,1
2016-12-16 09:00:00,31.3,24.316666666666663,190.91666666666666,436.0,9,4,12,0,1,0,436.0,456.5,240.0,520.5,409.9166666666667,289.8333333333333,221.6875,122.4969978928209,479.1,Severe,1
2016-12-16 10:00:00,32.3,33.745000000000005,180.5,245.0,10,4,12,0,0,0,436.0,364.0,240.0,529.0,393.0833333333333,290.0416666666667,221.47916666666666,122.41278320810196,396.2,Very Poor,1
2016-12-16 11:00:00,31.3,42.955,165.5,186.0,11,4,12,0,0,0,245.0,436.0,240.0,512.5,353.9166666666667,287.7916666666667,220.45138888888889,123.86027512331519,351.3,Very Poor,1
2016-12-16 12:00:00,29.95,49.575,155.09166666666667,170.5,12,4,12,0,0,0,186.0,436.0,240.0,403.0,306.25,284.8958333333333,220.47222222222223,125.82311420736941,339.5,Very Poor,1
2016-12-16 13:00:00,28.200000000000003,52.833333333333336,143.16666666666669,126.5,13,4,12,0,0,0,170.5,245.0,132.0,357.0,266.6666666666667,284.6666666666667,220.64583333333334,126.11835940778127,305.9,Very Poor,1
2016-12-16 14:00:00,25.7,51.516666666666666,132.26666666666668,102.0,14,4,12,0,0,0,126.5,186.0,132.0,202.5,211.0,283.4166666666667,220.65277777777777,127.83427337484854,240.6,Poor,0
2016-12-16 15:00:00,24.7,49.46666666666667,130.26666666666668,106.0,15,4,12,0,0,0,102.0,170.5,132.0,160.0,155.99999999999997,282.3333333333333,220.84722222222223,129.27529326702575,253.8,Poor,0
2016-12-16 16:00:00,23.75,39.833333333333336,133.0,109.0,16,4,12,0,0,0,106.0,126.5,65.0,166.0,133.33333333333331,284.1666666666667,221.47222222222223,126.33776903229737,263.7,Poor,0
2016-12-16 17:00:00,23.799999999999997,28.899999999999995,139.66666666666666,122.0,17,4,12,0,1,0,109.0,102.0,65.0,183.0,122.66666666666664,286.5416666666667,222.02777777777777,122.51653984761417,302.5,Very Poor,1
2016-12-16 18:00:00,23.6,18.674999999999997,152.33333333333334,167.0,18,4,12,0,1,0,122.0,106.0,120.0,258.0,122.08333333333331,288.5,223.04166666666666,120.0903645267765,336.8,Very Poor,1
2016-12-16 19:00:00,23.6,12.666666666666666,183.0,167.0,19,4,12,0,1,0,167.0,109.0,360.0,306.0,128.83333333333331,280.4583333333333,223.33333333333334,121.54744257738044,336.8,Very Poor,1
2016-12-16 20:00:00,23.3,10.576666666666666,199.66666666666666,223.0,20,4,12,0,1,0,167.0,122.0,375.0,490.5,148.99999999999997,274.125,223.77777777777777,120.36134454578725,379.4,Very Poor,1
2016-12-16 21:00:00,24.0,9.955,215.99999999999997,227.5,21,4,12,0,0,0,223.0,167.0,375.0,614.0,169.24999999999997,267.9791666666667,224.70138888888889,118.74145087456716,382.9,Very Poor,1
2016-12-16 22:00:00,24.4,10.2,208.33333333333331,240.0,22,4,12,0,0,0,227.5,167.0,394.0,423.0,191.08333333333334,261.5625,225.88194444444446,115.75886786389445,392.4,Very Poor,1
2016-12-16 23:00:00,24.4,10.15,208.5,240.0,23,4,12,0,0,0,240.0,223.0,332.0,300.0,210.75,257.7291666666667,227.09027777777777,114.84460002889662,392.4,Very Poor,1
2016-12-17 00:00:00,25.2,10.233333333333334,186.66666666666663,266.0,0,5,12,1,0,0,240.0,227.5,325.0,315.0,227.25,255.27083333333334,228.71527777777777,113.97015047491823,408.8,Severe,1
2016-12-17 01:00:00,24.4,10.796666666666667,180.0,289.0,1,5,12,1,0,0,266.0,240.0,322.0,250.0,247.58333333333334,253.89583333333334,230.63194444444446,113.32734225959474,420.1,Severe,1
2016-12-17 02:00:00,24.95,11.016666666666666,169.5,283.0,2,5,12,1,0,0,289.0,240.0,323.0,250.0,257.5833333333333,252.22916666666666,232.25694444444446,112.55838863207582,417.2,Severe,1
2016-12-17 03:00:00,24.4,10.96,163.0,249.5,3,5,12,1,0,0,283.0,266.0,324.5,242.0,261.25,249.10416666666666,233.18055555555554,111.50082658756519,399.6,Very Poor,1
2016-12-17 04:00:00,26.6,10.45,157.33333333333334,246.0,4,5,12,1,0,0,249.5,289.0,346.0,258.0,262.25,244.9375,233.93055555555554,109.57430598734739,397.0,Very Poor,1
2016-12-17 05:00:00,26.9,9.9,158.33333333333334,273.5,5,5,12,1,0,0,246.0,283.0,421.0,235.0,267.8333333333333,238.79166666666666,235.59027777777777,103.22231354941086,412.5,Severe,1
2016-12-17 06:00:00,26.1,9.955,169.33333333333334,341.0,6,5,12,1,0,0,273.5,249.5,456.5,262.0,280.3333333333333,233.97916666666666,237.65972222222223,94.99547805790236,445.6,Severe,1
2016-12-17 07:00:00,24.6,11.21,180.91666666666666,370.0,7,5,12,1,1,0,341.0,246.0,364.0,247.0,293.8333333333333,234.22916666666666,240.4375,95.35972843905937,457.5,Severe,1
2016-12-17 08:00:00,24.6,15.466666666666669,191.25,370.0,8,5,12,1,1,0,370.0,273.5,436.0,202.0,308.3333333333333,231.47916666666666,243.21527777777777,90.09433210550131,457.5,Severe,1
2016-12-17 09:00:00,26.3,24.316666666666663,190.91666666666666,309.0,9,5,12,1,1,0,370.0,341.0,436.0,222.0,318.25,226.1875,245.14583333333334,80.81094583898542,429.9,Severe,1
2016-12-17 10:00:00,27.1,33.745000000000005,180.5,259.0,10,5,12,1,0,0,309.0,370.0,245.0,302.0,320.4166666666667,226.77083333333334,246.38194444444446,81.00294937822414,405.4,Severe,1
2016-12-17 11:00:00,26.35,42.955,165.5,259.0,11,5,12,1,0,0,259.0,370.0,186.0,369.0,318.0,229.8125,247.78472222222223,80.77569755327106,405.4,Severe,1
2016-12-17 12:00:00,25.5,49.575,155.09166666666667,181.0,12,5,12,1,0,0,259.0,309.0,170.5,432.0,291.3333333333333,230.25,248.10416666666666,80.46833025428806,347.5,Very Poor,1
2016-12-17 13:00:00,25.5,52.833333333333336,143.16666666666669,181.0,13,5,12,1,0,0,181.0,259.0,126.5,402.0,259.8333333333333,232.52083333333334,248.42361111111111,78.14875435968986,347.5,Very Poor,1
2016-12-17 14:00:00,25.9,51.516666666666666,132.26666666666668,146.0,14,5,12,1,0,0,181.0,259.0,102.0,347.0,222.5,234.35416666666666,248.96527777777777,75.42221434475918,320.8,Very Poor,1
2016-12-17 15:00:00,25.3,49.46666666666667,130.26666666666668,129.0,15,5,12,1,0,0,146.0,181.0,106.0,291.0,192.5,235.3125,249.27083333333334,73.8501438725757,307.9,Very Poor,1
2016-12-17 16:00:00,24.35,39.833333333333336,133.0,127.5,16,5,12,1,0,0,129.0,181.0,109.0,291.0,170.58333333333331,236.08333333333334,249.55555555555554,72.55967059669979,306.7,Very Poor,1
2016-12-17 17:00:00,24.35,28.899999999999995,139.66666666666666,127.5,17,5,12,1,1,0,127.5,146.0,122.0,258.0,148.66666666666666,236.3125,249.78472222222223,72.19144422689816,306.7,Very Poor,1
2016-12-17 18:00:00,23.0,18.674999999999997,152.33333333333334,237.0,18,5,12,1,1,0,127.5,129.0,167.0,256.0,157.99999999999997,239.22916666666666,250.42361111111111,70.66731289867312,390.1,Very Poor,1
2016-12-17 19:00:00,24.9,12.666666666666666,183.0,437.0,19,5,12,1,1,0,237.0,127.5,167.0,275.0,200.66666666666666,250.47916666666666,253.10416666666666,79.59619271628306,479.4,Severe,1
2016-12-17 20:00:00,24.9,10.576666666666666,199.66666666666666,437.0,20,5,12,1,1,0,437.0,127.5,223.0,287.0,249.16666666666666,259.3958333333333,255.04861111111111,87.93389057876935,479.4,Severe,1
2016-12-17 21:00:00,26.4,9.955,215.99999999999997,465.0,21,5,12,1,0,0,437.0,237.0,227.5,279.0,305.1666666666667,269.2916666666667,257.8125,97.07683159170473,488.6,Severe,1
2016-12-17 22:00:00,26.4,10.2,208.33333333333331,465.0,22,5,12,1,0,0,465.0,437.0,240.0,264.0,361.4166666666667,278.6666666666667,260.6041666666667,104.69091844948754,488.6,Severe,1
2016-12-17 23:00:00,26.4,10.15,208.5,465.0,23,5,12,1,0,0,465.0,437.0,240.0,278.5,417.6666666666667,288.0416666666667,262.86805555555554,110.96414586102493,488.6,Severe,1
2016-12-18 00:00:00,26.4,10.233333333333334,186.66666666666663,465.0,0,6,12,1,0,0,465.0,465.0,266.0,243.5,455.6666666666667,296.3333333333333,265.65972222222223,116.54040787069016,488.6,Severe,1
2016-12-18 01:00:00,26.4,10.796666666666667,180.0,465.0,1,6,12,1,0,0,465.0,465.0,289.0,302.0,460.3333333333333,303.6666666666667,268.5625,121.49115790573205,488.6,Severe,1
2016-12-18 02:00:00,27.9,11.016666666666666,169.5,187.0,2,6,12,1,0,0,465.0,465.0,283.0,351.0,418.6666666666667,299.6666666666667,267.2291666666667,123.76034578331604,352.0,Very Poor,1
2016-12-18 03:00:00,27.9,10.96,163.0,187.0,3,6,12,1,0,0,187.0,465.0,249.5,352.0,372.3333333333333,297.0625,265.8958333333333,125.50708558726416,352.0,Very Poor,1
2016-12-18 04:00:00,27.9,10.45,157.33333333333334,187.0,4,6,12,1,0,0,187.0,465.0,246.0,278.0,326.0,294.6041666666667,265.03472222222223,127.11822459963194,352.0,Very Poor,1
2016-12-18 05:00:00,25.6,9.9,158.33333333333334,341.0,5,6,12,1,0,0,187.0,187.0,273.5,218.0,305.3333333333333,297.4166666666667,266.3125,127.37744891759206,445.6,Severe,1
2016-12-18 06:00:00,25.6,9.955,169.33333333333334,341.0,6,6,12,1,0,0,341.0,187.0,341.0,197.0,284.6666666666667,297.4166666666667,267.3263888888889,127.37744891759206,445.6,Severe,1
2016-12-18 07:00:00,26.1,11.21,180.91666666666666,349.0,7,6,12,1,1,0,341.0,187.0,370.0,214.0,265.3333333333333,296.5416666666667,268.46527777777777,126.92850749336378,449.5,Severe,1
2016-12-18 08:00:00,26.45,15.466666666666669,191.25,351.5,8,6,12,1,1,0,349.0,341.0,370.0,217.0,292.75,295.7708333333333,269.6388888888889,126.5185137824117,451.5,Severe,1
2016-12-18 09:00:00,27.0,24.316666666666663,190.91666666666666,322.0,9,6,12,1,1,0,351.5,341.0,309.0,271.0,315.25,296.3125,270.77777777777777,126.60541341712799,436.3,Severe,1
2016-12-18 10:00:00,27.0,33.745000000000005,180.5,322.0,10,6,12,1,0,0,322.0,349.0,259.0,275.0,337.75,298.9375,271.9166666666667,126.451168827442,436.3,Severe,1
2016-12-18 11:00:00,27.0,42.955,165.5,322.0,11,6,12,1,0,0,322.0,351.5,259.0,282.5,334.5833333333333,301.5625,273.05555555555554,126.2397918817517,436.3,Severe,1
2016-12-18 12:00:00,24.3,49.575,155.09166666666667,183.0,12,6,12,1,0,0,322.0,322.0,181.0,281.0,308.25,301.6458333333333,272.2638888888889,126.15737921227716,349.0,Very Poor,1
2016-12-18 13:00:00,24.3,52.833333333333336,143.16666666666669,183.0,13,6,12,1,0,0,183.0,322.0,181.0,244.0,280.5833333333333,301.7291666666667,272.97222222222223,126.07485519451924,349.0,Very Poor,1
2016-12-18 14:00:00,24.3,51.516666666666666,132.26666666666668,183.0,14,6,12,1,0,0,183.0,322.0,146.0,189.5,252.5,303.2708333333333,273.68055555555554,124.30152497986096,349.0,Very Poor,1
2016-12-18 15:00:00,24.3,49.46666666666667,130.26666666666668,183.0,15,6,12,1,0,0,183.0,183.0,129.0,158.5,229.33333333333334,305.5208333333333,274.3888888888889,121.46626648962128,349.0,Very Poor,1
2016-12-18 16:00:00,24.7,39.833333333333336,133.0,141.0,16,6,12,1,0,0,183.0,183.0,127.5,135.5,199.16666666666666,306.0833333333333,275.44444444444446,120.63443400068996,317.0,Very Poor,1
2016-12-18 17:00:00,24.7,28.899999999999995,139.66666666666666,141.0,17,6,12,1,1,0,141.0,183.0,127.5,121.0,168.99999999999997,306.6458333333333,276.5,119.79406960412939,317.0,Very Poor,1
2016-12-18 18:00:00,24.7,18.674999999999997,152.33333333333334,141.0,18,6,12,1,1,0,141.0,183.0,237.0,173.0,161.99999999999997,302.6458333333333,276.7916666666667,123.75787012011325,317.0,Very Poor,1
2016-12-18 19:00:00,23.6,12.666666666666666,183.0,326.0,19,6,12,1,1,0,141.0,141.0,437.0,224.0,185.83333333333334,298.0208333333333,276.31944444444446,120.55113286094878,438.2,Severe,1
2016-12-18 20:00:00,23.6,10.576666666666666,199.66666666666666,326.0,20,6,12,1,1,0,326.0,141.0,437.0,265.0,209.66666666666666,293.3958333333333,275.6388888888889,117.06621864185074,438.2,Severe,1
2016-12-18 21:00:00,23.6,9.955,215.99999999999997,326.0,21,6,12,1,0,0,326.0,141.0,465.0,267.5,233.5,287.6041666666667,274.9583333333333,111.51398617356922,438.2,Severe,1
2016-12-18 22:00:00,23.6,10.2,208.33333333333331,326.0,22,6,12,1,0,0,326.0,326.0,465.0,289.0,264.3333333333333,281.8125,274.0138888888889,105.33866837181859,438.2,Severe,1
2016-12-18 23:00:00,27.6,10.15,208.5,382.0,23,6,12,1,0,0,326.0,326.0,465.0,399.0,304.5,278.3541666666667,274.7083333333333,100.30523840482819,461.5,Severe,1
2016-12-19 00:00:00,27.6,10.233333333333334,186.66666666666663,382.0,0,0,12,0,0,0,382.0,326.0,465.0,324.0,344.6666666666667,274.8958333333333,275.5,94.8740560091289,461.5,Severe,1
2016-12-19 01:00:00,27.6,10.796666666666667,180.0,382.0,1,0,12,0,0,0,382.0,326.0,465.0,240.0,354.0,271.4375,276.3333333333333,88.97231036041329,461.5,Severe,1
2016-12-19 02:00:00,27.6,11.016666666666666,169.5,382.0,2,0,12,0,0,0,382.0,382.0,187.0,240.0,363.3333333333333,279.5625,277.15277777777777,89.82583540675746,461.5,Severe,1
2016-12-19 03:00:00,27.6,10.96,163.0,382.0,3,0,12,0,0,0,382.0,382.0,187.0,240.0,372.6666666666667,287.6875,277.9513888888889,89.90838483169199,461.5,Severe,1
2016-12-19 04:00:00,27.6,10.45,157.33333333333334,382.0,4,0,12,0,0,0,382.0,382.0,187.0,252.0,382.0,295.8125,278.4513888888889,89.2220986103495,461.5,Severe,1
2016-12-19 05:00:00,25.8,9.9,158.33333333333334,331.0,5,0,12,0,0,0,382.0,382.0,341.0,364.0,373.5,295.3958333333333,277.2013888888889,89.0250305747812,440.7,Severe,1
2016-12-19 06:00:00,25.8,9.955,169.33333333333334,331.0,6,0,12,0,0,0,331.0,382.0,341.0,299.0,365.0,294.9791666666667,275.4583333333333,88.82548586079305,440.7,Severe,1
2016-12-19 07:00:00,25.0,11.21,180.91666666666666,398.0,7,0,12,0,1,0,331.0,382.0,349.0,307.0,367.6666666666667,297.0208333333333,275.93055555555554,90.66523219906458,466.7,Severe,1
2016-12-19 08:00:00,25.0,15.466666666666669,191.25,398.0,8,0,12,0,1,0,398.0,331.0,351.5,331.0,370.3333333333333,298.9583333333333,275.40277777777777,92.36104918090338,466.7,Severe,1
2016-12-19 09:00:00,25.0,24.316666666666663,190.91666666666666,398.0,9,0,12,0,1,0,398.0,331.0,322.0,339.0,373.0,302.125,274.875,94.46430772933638,466.7,Severe,1
2016-12-19 10:00:00,25.0,33.745000000000005,180.5,398.0,10,0,12,0,0,0,398.0,398.0,322.0,373.0,375.6666666666667,305.2916666666667,277.0,96.41327671818019,466.7,Severe,1
2016-12-19 11:00:00,29.5,42.955,165.5,318.0,11,0,12,0,0,0,398.0,398.0,322.0,263.0,373.5,305.125,278.8333333333333,96.38659139112741,434.3,Severe,1
2016-12-19 12:00:00,29.5,49.575,155.09166666666667,318.0,12,0,12,0,0,0,318.0,398.0,183.0,263.0,371.3333333333333,310.75,280.88194444444446,92.82299658841194,434.3,Severe,1
2016-12-19 13:00:00,29.5,52.833333333333336,143.16666666666669,318.0,13,0,12,0,0,0,318.0,398.0,183.0,263.0,358.0,316.375,283.5416666666667,88.74575923732276,434.3,Severe,1
2016-12-19 14:00:00,25.5,51.516666666666666,132.26666666666668,138.0,14,0,12,0,0,0,318.0,318.0,183.0,69.0,314.6666666666667,314.5,284.0416666666667,92.0982462184916,314.7,Very Poor,1
2016-12-19 15:00:00,25.5,49.46666666666667,130.26666666666668,138.0,15,0,12,0,0,0,138.0,318.0,183.0,58.5,271.3333333333333,312.625,284.4861111111111,95.29442362443463,314.7,Very Poor,1
2016-12-19 16:00:00,25.5,39.833333333333336,133.0,138.0,16,0,12,0,0,0,138.0,318.0,141.0,51.0,228.0,312.5,284.8888888888889,95.53101021680678,314.7,Very Poor,1
2016-12-19 17:00:00,25.5,28.899999999999995,139.66666666666666,138.0,17,0,12,0,1,0,138.0,138.0,141.0,60.0,198.0,312.375,285.1111111111111,95.76684208784594,314.7,Very Poor,1
2016-12-19 18:00:00,32.1,18.674999999999997,152.33333333333334,81.91666666666667,18,0,12,0,1,0,138.0,138.0,141.0,454.0,158.65277777777774,309.91319444444446,283.92939814814815,100.9812350410452,173.3,Moderate,0
2016-12-19 19:00:00,26.2,12.666666666666666,183.0,326.0,19,0,12,0,1,0,81.91666666666667,138.0,326.0,434.0,159.9861111111111,309.91319444444446,286.1377314814815,100.9812350410452,438.2,Severe,1
2016-12-19 20:00:00,26.2,10.576666666666666,199.66666666666666,326.0,20,0,12,0,1,0,326.0,138.0,326.0,413.0,191.31944444444443,309.91319444444446,287.56828703703707,100.9812350410452,438.2,Severe,1
2016-12-19 21:00:00,26.2,9.955,215.99999999999997,326.0,21,0,12,0,0,0,326.0,81.91666666666667,326.0,428.0,222.65277777777774,309.91319444444446,288.9363425925926,100.9812350410452,438.2,Severe,1
2016-12-19 22:00:00,26.2,10.2,208.33333333333331,326.0,22,0,12,0,0,0,326.0,326.0,326.0,421.0,253.9861111111111,309.91319444444446,290.13078703703707,100.9812350410452,438.2,Severe,1
2016-12-19 23:00:00,26.2,10.15,208.5,326.0,23,0,12,0,0,0,326.0,326.0,382.0,198.0,285.3194444444444,307.57986111111114,291.3252314814815,99.88415838417669,438.2,Severe,1
2016-12-20 00:00:00,23.0,10.233333333333334,186.66666666666663,357.0,0,1,12,0,0,0,326.0,326.0,382.0,246.0,331.16666666666663,306.53819444444446,292.5891203703704,99.20233793693545,453.3,Severe,1
2016-12-20 01:00:00,23.0,10.796666666666667,180.0,357.0,1,1,12,0,0,0,357.0,326.0,382.0,268.0,336.3333333333333,305.49652777777777,293.53356481481484,98.5043050604336,453.3,Severe,1
2016-12-20 02:00:00,23.0,11.016666666666666,169.5,357.0,2,1,12,0,0,0,357.0,326.0,382.0,274.5,341.5,304.45486111111114,294.5613425925926,97.78971257739929,453.3,Severe,1
2016-12-20 03:00:00,23.0,10.96,163.0,357.0,3,1,12,0,0,0,357.0,357.0,382.0,293.0,346.6666666666667,303.41319444444446,296.05439814814815,97.05819472743217,453.3,Severe,1
2016-12-20 04:00:00,34.3,10.45,157.33333333333334,335.0,4,1,12,0,0,0,357.0,357.0,382.0,260.0,348.1666666666667,301.45486111111114,297.2905092592593,95.8705062724031,442.6,Severe,1
2016-12-20 05:00:00,34.3,9.9,158.33333333333334,335.0,5,1,12,0,0,0,335.0,357.0,331.0,290.0,349.6666666666667,301.62152777777777,298.1446759259259,95.92756230428176,442.6,Severe,1
2016-12-20 06:00:00,34.3,9.955,169.33333333333334,335.0,6,1,12,0,0,0,335.0,357.0,331.0,299.0,346.0,301.78819444444446,298.0613425925926,95.98428243906574,442.6,Severe,1
2016-12-20 07:00:00,34.3,11.21,180.91666666666666,335.0,7,1,12,0,1,0,335.0,335.0,398.0,308.0,342.3333333333333,299.16319444444446,297.5752314814815,94.08126330878602,442.6,Severe,1
2016-12-20 08:00:00,34.3,15.466666666666669,191.25,335.0,8,1,12,0,1,0,335.0,335.0,398.0,265.0,338.66666666666663,296.53819444444446,297.0891203703704,92.06087823516185,442.6,Severe,1
2016-12-20 09:00:00,22.15,24.316666666666663,190.91666666666666,236.0,9,1,12,0,1,0,335.0,335.0,398.0,262.5,318.49999999999994,289.78819444444446,296.0752314814815,90.21871899972331,389.3,Very Poor,1
2016-12-20 10:00:00,24.0,33.745000000000005,180.5,200.0,10,1,12,0,0,0,236.0,335.0,398.0,260.0,295.99999999999994,281.53819444444446,295.25578703703707,88.9370128683836,361.9,Very Poor,1
2016-12-20 11:00:00,24.0,42.955,165.5,200.0,11,1,12,0,0,0,200.0,335.0,318.0,260.0,273.49999999999994,276.62152777777777,294.4363425925926,90.08789648837308,361.9,Very Poor,1
2016-12-20 12:00:00,24.0,49.575,155.09166666666667,200.0,12,1,12,0,0,0,200.0,236.0,318.0,169.0,250.99999999999997,271.70486111111114,294.7002314814815,90.947329010182,361.9,Very Poor,1
2016-12-20 13:00:00,24.0,52.833333333333336,143.16666666666669,200.0,13,1,12,0,0,0,200.0,200.0,318.0,114.0,228.49999999999997,266.78819444444446,294.9641203703704,91.52352123421849,361.9,Very Poor,1
2016-12-20 14:00:00,32.1,51.516666666666666,132.26666666666668,81.91666666666667,14,1,12,0,0,0,200.0,200.0,138.0,101.5,186.31944444444443,264.45138888888886,294.0740740740741,95.58078543243393,173.3,Moderate,0
2016-12-20 15:00:00,23.0,49.46666666666667,130.26666666666668,157.0,15,1,12,0,0,0,81.91666666666667,200.0,138.0,92.0,173.15277777777774,265.24305555555554,294.46296296296293,94.56113643858826,329.2,Very Poor,1
2016-12-20 16:00:00,23.0,39.833333333333336,133.0,157.0,16,1,12,0,0,0,157.0,200.0,138.0,64.0,165.9861111111111,266.03472222222223,294.87268518518516,93.52337961290289,329.2,Very Poor,1
2016-12-20 17:00:00,23.0,28.899999999999995,139.66666666666666,157.0,17,1,12,0,1,0,157.0,81.91666666666667,138.0,82.0,158.81944444444443,266.82638888888886,295.2824074074074,92.46690528435826,329.2,Very Poor,1
2016-12-20 18:00:00,23.0,18.674999999999997,152.33333333333334,157.0,18,1,12,0,1,0,157.0,157.0,81.91666666666667,94.0,151.65277777777774,269.9548611111111,294.1712962962963,87.05028316446665,329.2,Very Poor,1
2016-12-20 19:00:00,23.0,12.666666666666666,183.0,157.0,19,1,12,0,1,0,157.0,157.0,326.0,146.0,144.4861111111111,262.9131944444444,290.2824074074074,89.13009367509231,329.2,Very Poor,1
2016-12-20 20:00:00,24.8,10.576666666666666,199.66666666666666,222.0,20,1,12,0,1,0,157.0,157.0,326.0,191.0,167.83333333333331,258.5798611111111,287.2962962962963,88.4551644089141,378.7,Very Poor,1
2016-12-20 21:00:00,24.8,9.955,215.99999999999997,222.0,21,1,12,0,0,0,222.0,157.0,326.0,161.0,178.66666666666666,254.24652777777774,283.9212962962963,87.55152892376131,378.7,Very Poor,1
2016-12-20 22:00:00,24.8,10.2,208.33333333333331,222.0,22,1,12,0,0,0,222.0,157.0,326.0,155.0,189.5,249.91319444444443,280.5462962962963,86.4120125756327,378.7,Very Poor,1
2016-12-20 23:00:00,24.8,10.15,208.5,222.0,23,1,12,0,0,0,222.0,222.0,326.0,153.0,200.33333333333334,245.5798611111111,277.1712962962963,85.02713221117888,378.7,Very Poor,1
2016-12-21 00:00:00,27.7,10.233333333333334,186.66666666666663,139.0,0,2,12,0,0,0,222.0,222.0,357.0,149.0,197.33333333333334,236.49652777777774,272.6435185185185,84.24750200272884,315.5,Very Poor,1
2016-12-21 01:00:00,27.7,10.796666666666667,180.0,139.0,1,2,12,0,0,0,139.0,222.0,357.0,151.0,194.33333333333334,227.41319444444443,268.1157407407407,82.42257924589114,315.5,Very Poor,1
2016-12-21 02:00:00,27.7,11.016666666666666,169.5,145.0,2,2,12,0,0,0,139.0,222.0,357.0,166.0,181.5,218.5798611111111,267.5324074074074,79.22905809638209,320.0,Very Poor,1
2016-12-21 03:00:00,27.7,10.96,163.0,145.0,3,2,12,0,0,0,145.0,139.0,357.0,183.0,168.66666666666666,209.74652777777774,266.9490740740741,74.82088708659117,320.0,Very Poor,1
2016-12-21 04:00:00,27.7,10.45,157.33333333333334,145.0,4,2,12,0,0,0,145.0,139.0,335.0,192.0,155.83333333333331,201.8298611111111,266.3657407407407,70.9431224140464,320.0,Very Poor,1
2016-12-21 05:00:00,27.7,9.9,158.33333333333334,145.0,5,2,12,0,0,0,145.0,145.0,335.0,154.0,142.99999999999997,193.91319444444443,263.6435185185185,65.85507565734812,320.0,Very Poor,1
2016-12-21 06:00:00,48.7,9.955,169.33333333333334,142.0,6,2,12,0,0,0,145.0,145.0,335.0,192.0,143.49999999999997,185.87152777777774,260.8796296296296,59.339093410189996,317.8,Very Poor,1
2016-12-21 07:00:00,48.7,11.21,180.91666666666666,142.0,7,2,12,0,1,0,142.0,145.0,335.0,170.0,143.99999999999997,177.8298611111111,258.0046296296296,50.69916053273394,317.8,Very Poor,1
2016-12-21 08:00:00,48.7,15.466666666666669,191.25,142.0,8,2,12,0,1,0,142.0,145.0,335.0,170.0,143.49999999999997,169.78819444444446,255.0949074074074,38.53208540654221,317.8,Very Poor,1
2016-12-21 09:00:00,48.7,24.316666666666663,190.91666666666666,142.0,9,2,12,0,1,0,142.0,142.0,236.0,170.0,142.99999999999997,165.8715277777778,252.5949074074074,36.21710550804586,317.8,Very Poor,1
2016-12-21 10:00:00,79.7,33.745000000000005,180.5,186.0,10,2,12,0,0,0,142.0,142.0,200.0,170.0,149.83333333333331,165.28819444444446,250.7060185185185,35.7532892575436,351.3,Very Poor,1
2016-12-21 11:00:00,79.7,42.955,165.5,186.0,11,2,12,0,0,0,186.0,142.0,200.0,158.0,156.66666666666666,164.70486111111111,248.81712962962962,35.273311570629474,351.3,Very Poor,1
2016-12-21 12:00:00,79.7,49.575,155.09166666666667,186.0,12,2,12,0,0,0,186.0,142.0,200.0,158.0,163.99999999999997,164.1215277777778,248.85879629629628,34.77650328391696,351.3,Very Poor,1
2016-12-21 13:00:00,79.7,52.833333333333336,143.16666666666669,186.0,13,2,12,0,0,0,186.0,186.0,200.0,158.0,171.33333333333334,163.53819444444446,248.90046296296293,34.26213226327771,351.3,Very Poor,1
